Gaspar_code	FB_Spec_Code	Class	Order	Family	Bellwood_Floeter	Genus	Species	Genus_and_species	Size	Size_type	Depth_min	Depth_max	Size_class	Diet_2012	Home_range	Activity	Schooling	Level
46415	46415	Actinopterygii_(ray-finned_fishes)	Perciformes	Blenniidae	1	Antennablennius	variopunctatus	Antennablennius_variopunctatus	7.5	TL	0	7	2	HD	S	D	S	B
46416	46416	Actinopterygii_(ray-finned_fishes)	Perciformes	Blenniidae	1	Mimoblennius	cirrosus	Mimoblennius_cirrosus	5.4	TL	0	25	2	HD	S	D	S	B
46417	46417	Actinopterygii_(ray-finned_fishes)	Perciformes	Blenniidae	1	Oman	ypsilon	Oman_ypsilon	4	TL	2	6	1	HD	S	D	S	B
46418	46418	Actinopterygii_(ray-finned_fishes)	Perciformes	Blenniidae	1	Omobranchus	mekranensis	Omobranchus_mekranensis	6	TL	0	NA	2	HD	S	D	S	B
46419	46419	Actinopterygii_(ray-finned_fishes)	Perciformes	Blenniidae	1	Parablennius	opercularis	Parablennius_opercularis	6	TL	1	12	2	HD	S	D	S	B
46422	46422	Actinopterygii_(ray-finned_fishes)	Perciformes	Blenniidae	1	Parablennius	thysanius	Parablennius_thysanius	6.2	TL	1	10	1	HD	S	D	S	B
46423	46423	Actinopterygii_(ray-finned_fishes)	Perciformes	Blenniidae	1	Petroscirtes	ancylodon	Petroscirtes_ancylodon	11.5	TL	0	NA	3	IM	S	D	S	B
46429	46429	Actinopterygii_(ray-finned_fishes)	Perciformes	Pinguipedidae	1	Parapercis	maculata	Parapercis_maculata	20	TL	0	25	3	IM	M	D	S	B
46431	46431	Actinopterygii_(ray-finned_fishes)	Perciformes	Gobiidae	1	Bathygobius	meggitti	Bathygobius_meggitti	6	TL	0	NA	2	IM	S	D	S	B
46433	46433	Actinopterygii_(ray-finned_fishes)	Tetraodontiformes	Balistidae	1	Canthidermis	macrolepis	Canthidermis_macrolepis	60	TL	0	NA	5	PK	NA	NA	NA	NA
46437	46437	Actinopterygii_(ray-finned_fishes)	Perciformes	Serranidae	1	Pseudanthias	townsendi	Pseudanthias_townsendi	9	TL	15	63	2	PK	S	D	NA	L
46445	46445	Actinopterygii_(ray-finned_fishes)	Perciformes	Apogonidae	1	Apogon	holotaenia	Apogon_holotaenia	8	TL	0	18	2	PK	S	N	M	L
46448	46448	Actinopterygii_(ray-finned_fishes)	Perciformes	Serranidae	1	Sacura	boulengeri	Sacura_boulengeri	19	TL	0	49	3	PK	S	D	L	L
46462	46462	Actinopterygii_(ray-finned_fishes)	Perciformes	Labridae	1	Coris	nigrotaenia	Coris_nigrotaenia	43.5	TL	2	20	5	IM	M	D	S	B
46463	46463	Actinopterygii_(ray-finned_fishes)	Perciformes	Sparidae	1	Boops	lineatus	Boops_lineatus	25	TL	0	NA	4	PK	W	D	M	L
46467	46467	Actinopterygii_(ray-finned_fishes)	Ophidiiformes	Bythitidae	1	Ogilbia	ventralis	Ogilbia_ventralis	7.800.000.191	SL	1	10	2	IM	S	N	S	B
46469	46469	Actinopterygii_(ray-finned_fishes)	Gobiesociformes	Gobiesocidae	1	Arcos	decoris	Arcos_decoris	2.799.999.952	SL	1	10	1	IM	S	D	S	B
46470	46470	Actinopterygii_(ray-finned_fishes)	Gobiesociformes	Gobiesocidae	1	Arcos	erythrops	Arcos_erythrops	3.5	SL	1	15	1	IM	S	D	S	B
46471	46471	Actinopterygii_(ray-finned_fishes)	Gobiesociformes	Gobiesocidae	1	Arcos	rhodospilus	Arcos_rhodospilus	5	TL	1	10	2	IM	S	D	S	B
46473	46473	Actinopterygii_(ray-finned_fishes)	Gobiesociformes	Gobiesocidae	1	Gobiesox	adustus	Gobiesox_adustus	4.5	TL	1	10	1	IM	S	D	S	B
46474	46474	Actinopterygii_(ray-finned_fishes)	Perciformes	Labridae	1	Bodianus	prognathus	Bodianus_prognathus	17.9	SL	7	30	4	IM	M	D	S	B
46475	46475	Actinopterygii_(ray-finned_fishes)	Gobiesociformes	Gobiesocidae	1	Gobiesox	woodsi	Gobiesox_woodsi	4.800.000.191	TL	1	10	1	IM	S	D	S	B
46478	46478	Actinopterygii_(ray-finned_fishes)	Gobiesociformes	Gobiesocidae	1	Tomicodon	bidens	Tomicodon_bidens	2.799.999.952	TL	1	10	1	OM	S	D	S	B
46481	46481	Actinopterygii_(ray-finned_fishes)	Gobiesociformes	Gobiesocidae	1	Tomicodon	petersii	Tomicodon_petersii	3.5	TL	1	5	1	OM	S	D	S	B
46484	46484	Actinopterygii_(ray-finned_fishes)	Perciformes	Pseudochromidae	1	Pseudochromis	andamanensis	Pseudochromis_andamanensis	7	TL	1	35	2	IM	S	D	S	B
46486	46486	Actinopterygii_(ray-finned_fishes)	Perciformes	Pseudochromidae	1	Pseudochromis	elongatus	Pseudochromis_elongatus	6.5	SL	0	15	1	IM	S	D	S	B
46488	46488	Actinopterygii_(ray-finned_fishes)	Perciformes	Apogonidae	1	Rhabdamia	nigrimentum	Rhabdamia_nigrimentum	5.5	SL	0	NA	2	PK	S	N	NA	NA
46491	46491	Actinopterygii_(ray-finned_fishes)	Perciformes	Labridae	1	Bodianus	sanguineus	Bodianus_sanguineus	19	SL	30	168	3	IM	M	D	S	B
46499	46499	Actinopterygii_(ray-finned_fishes)	Perciformes	Trichonotidae	1	Trichonotus	halstead	Trichonotus_halstead	15	TL	11	25	3	PK	S	D	F	L
4651	4651	Actinopterygii_(ray-finned_fishes)	Perciformes	Priacanthidae	1	Priacanthus	tayenus	Priacanthus_tayenus	35	TL	20	200	4	IM	W	N	M	L
46510	46510	Actinopterygii_(ray-finned_fishes)	Perciformes	Serranidae	1	Pseudanthias	olivaceus	Pseudanthias_olivaceus	8.77	SL	1	34	2	PK	S	D	L	L
46511	46511	Actinopterygii_(ray-finned_fishes)	Perciformes	Serranidae	1	Pseudanthias	aurulentus	Pseudanthias_aurulentus	4.63	SL	0	52	1	PK	S	D	L	L
46517	46517	Actinopterygii_(ray-finned_fishes)	Perciformes	Labridae	1	Cirrhilabrus	flavidorsalis	Cirrhilabrus_flavidorsalis	6.5	TL	6	40	2	PK	S	D	M	L
46518	46518	Actinopterygii_(ray-finned_fishes)	Perciformes	Apogonidae	1	Apogon	flavus	Apogon_flavus	9.59	SL	10	25	2	PK	S	N	NA	L
46519	46519	Actinopterygii_(ray-finned_fishes)	Perciformes	Apogonidae	1	Apogon	capricornis	Apogon_capricornis	5.76	SL	2	15	1	PK	S	N	NA	NA
46525	46525	Actinopterygii_(ray-finned_fishes)	Perciformes	Pinguipedidae	1	Parapercis	colemani	Parapercis_colemani	8.22	SL	2	113	2	IM	M	D	S	B
46531	46531	Actinopterygii_(ray-finned_fishes)	Perciformes	Gobiidae	1	Amblyeleotris	yanoi	Amblyeleotris_yanoi	13	SL	3	35	2	IM	S	D	S	B
46533	46533	Actinopterygii_(ray-finned_fishes)	Perciformes	Gobiidae	1	Amblyeleotris	masuii	Amblyeleotris_masuii	11	SL	0	40	3	IM	S	D	S	B
46535	46535	Actinopterygii_(ray-finned_fishes)	Perciformes	Gobiidae	1	Psilogobius	mainlandi	Psilogobius_mainlandi	3.7	SL	1	15	1	IM	S	D	S	B
46537	46537	Actinopterygii_(ray-finned_fishes)	Perciformes	Serranidae	1	Serranus	socorroensis	Serranus_socorroensis	8	TL	5	20	2	FC	M	N	S	B
46538	46538	Actinopterygii_(ray-finned_fishes)	Perciformes	Serranidae	1	Pseudogramma	thaumasia	Pseudogramma_thaumasia	8.399.999.619	SL	3	40	2	IM	S	N	S	B
46539	46539	Actinopterygii_(ray-finned_fishes)	Perciformes	Tripterygiidae	1	Enneanectes	carminalis	Enneanectes_carminalis	3	TL	1	5	1	IM	NA	NA	NA	NA
4654	4654	Actinopterygii_(ray-finned_fishes)	Perciformes	Pomacentridae	1	Amphiprion	melanopus	Amphiprion_melanopus	12	TL	1	18	3	PK	S	D	F	B
46543	46543	Actinopterygii_(ray-finned_fishes)	Perciformes	Tripterygiidae	1	Axoclinus	cocoensis	Axoclinus_cocoensis	3.5	TL	1	35	1	IM	NA	NA	NA	NA
46547	46547	Actinopterygii_(ray-finned_fishes)	Perciformes	Tripterygiidae	1	Axoclinus	lucillae	Axoclinus_lucillae	3	TL	1	20	1	IM	NA	NA	NA	NA
46548	46548	Actinopterygii_(ray-finned_fishes)	Perciformes	Tripterygiidae	1	Axoclinus	multicinctus	Axoclinus_multicinctus	3	TL	1	20	1	IM	NA	NA	NA	NA
4655	4655	Actinopterygii_(ray-finned_fishes)	Perciformes	Pomacentridae	1	Amphiprion	tricinctus	Amphiprion_tricinctus	12	TL	3	40	3	PK	S	D	F	B
46550	46550	Actinopterygii_(ray-finned_fishes)	Perciformes	Tripterygiidae	1	Axoclinus	nigricaudus	Axoclinus_nigricaudus	4.5	TL	1	5	1	IM	NA	NA	NA	NA
46553	46553	Actinopterygii_(ray-finned_fishes)	Perciformes	Opistognathidae	1	Opistognathus	scops	Opistognathus_scops	12	TL	3	20	3	IM	S	D	S	B
46554	46554	Actinopterygii_(ray-finned_fishes)	Perciformes	Tripterygiidae	1	Bellapiscis	lesleyae	Bellapiscis_lesleyae	603.000.021	SL	0	NA	2	IM	NA	NA	NA	NA
46557	46557	Actinopterygii_(ray-finned_fishes)	Perciformes	Opistognathidae	1	Opistognathus	panamaensis	Opistognathus_panamaensis	10	TL	5	25	3	PK	S	D	S	B
46572	46572	Actinopterygii_(ray-finned_fishes)	Perciformes	Opistognathidae	1	Opistognathus	rhomaleus	Opistognathus_rhomaleus	51	TL	3	61	5	IM	S	D	S	B
46573	46573	Actinopterygii_(ray-finned_fishes)	Perciformes	Blenniidae	1	Meiacanthus	abditus	Meiacanthus_abditus	6.5	TL	3	38	1	PK	S	D	M	L
46576	46576	Actinopterygii_(ray-finned_fishes)	Perciformes	Opistognathidae	1	Opistognathus	galapagensis	Opistognathus_galapagensis	16	TL	5	15	3	IM	S	D	S	B
46578	46578	Actinopterygii_(ray-finned_fishes)	Perciformes	Opistognathidae	1	Opistognathus	rosenblatti	Opistognathus_rosenblatti	10	TL	5	25	3	PK	S	D	S	B
46579	46579	Actinopterygii_(ray-finned_fishes)	Perciformes	Labridae	1	Xyrichtys	victori	Xyrichtys_victori	15	TL	5	25	3	IM	M	D	S	B
46582	46582	Actinopterygii_(ray-finned_fishes)	Perciformes	Labridae	1	Halichoeres	discolor	Halichoeres_discolor	15	TL	1	30	3	IM	S	D	F	B
4659	4659	Actinopterygii_(ray-finned_fishes)	Tetraodontiformes	Diodontidae	1	Diodon	holocanthus	Diodon_holocanthus	50	TL	2	200	4	IM	M	B	S	B
46598	46598	Actinopterygii_(ray-finned_fishes)	Perciformes	Apogonidae	1	Apogon	retrosella	Apogon_retrosella	10	TL	1	60	3	PK	S	N	F	L
4660	4660	Actinopterygii_(ray-finned_fishes)	Perciformes	Sciaenidae	1	Equetus	iwamotoi	Equetus_iwamotoi	NA	NA	37	72	1	IM	S	B	F	L
46600	46600	Actinopterygii_(ray-finned_fishes)	Perciformes	Apogonidae	1	Apogon	atricaudus	Apogon_atricaudus	8	TL	3	50	2	PK	S	N	F	L
46602	46602	Actinopterygii_(ray-finned_fishes)	Perciformes	Tripterygiidae	1	Axoclinus	rubinoffi	Axoclinus_rubinoffi	3.5	TL	1	15	1	IM	NA	NA	NA	NA
46606	46606	Actinopterygii_(ray-finned_fishes)	Perciformes	Tripterygiidae	1	Crocodilichthys	gracilis	Crocodilichthys_gracilis	6.400.000.095	TL	10	38	2	NA	NA	NA	NA	NA
46611	46611	Actinopterygii_(ray-finned_fishes)	Perciformes	Tripterygiidae	1	Enneanectes	reticulatus	Enneanectes_reticulatus	4.5	TL	1	5	1	IM	NA	NA	NA	NA
46613	46613	Actinopterygii_(ray-finned_fishes)	Perciformes	Blenniidae	1	Meiacanthus	limbatus	Meiacanthus_limbatus	3.7	SL	35	41	1	NA	S	D	NA	L
46616	46616	Actinopterygii_(ray-finned_fishes)	Perciformes	Tripterygiidae	1	Lepidonectes	bimaculata	Lepidonectes_bimaculata	6.800.000.191	SL	5	30	2	IM	NA	NA	NA	NA
46617	46617	Actinopterygii_(ray-finned_fishes)	Perciformes	Tripterygiidae	1	Lepidonectes	clarkhubbsi	Lepidonectes_clarkhubbsi	6.5	SL	2	40	2	IM	NA	NA	NA	NA
46621	46621	Actinopterygii_(ray-finned_fishes)	Perciformes	Blenniidae	1	Meiacanthus	naevius	Meiacanthus_naevius	3.58	SL	3	5	1	NA	S	D	NA	L
46622	46622	Actinopterygii_(ray-finned_fishes)	Perciformes	Dactyloscopidae	1	Dactyloscopus	pectoralis	Dactyloscopus_pectoralis	5.199.999.809	TL	1	45	2	IM	M	NA	S	B
46625	46625	Actinopterygii_(ray-finned_fishes)	Perciformes	Blenniidae	1	Meiacanthus	crinitus	Meiacanthus_crinitus	10	TL	0	6	1	PK	S	D	P	L
46628	46628	Actinopterygii_(ray-finned_fishes)	Perciformes	Blenniidae	1	Meiacanthus	geminatus	Meiacanthus_geminatus	4.71	SL	0	NA	1	IM	S	D	S	L
46629	46629	Actinopterygii_(ray-finned_fishes)	Perciformes	Dactyloscopidae	1	Gillellus	chathamensis	Gillellus_chathamensis	3.799.999.952	TL	1	15	1	IM	M	NA	S	B
46632	46632	Actinopterygii_(ray-finned_fishes)	Perciformes	Blenniidae	1	Meiacanthus	vicinus	Meiacanthus_vicinus	4.13	SL	10	10	1	PK	S	D	P	L
46656	46656	Actinopterygii_(ray-finned_fishes)	Perciformes	Dactyloscopidae	1	Platygillellus	altivelis	Platygillellus_altivelis	4.400.000.095	TL	3	40	1	IM	M	NA	S	B
46657	46657	Actinopterygii_(ray-finned_fishes)	Perciformes	Dactyloscopidae	1	Platygillellus	bussingi	Platygillellus_bussingi	5	TL	1	15	2	IM	M	NA	S	B
46659	46659	Actinopterygii_(ray-finned_fishes)	Perciformes	Labrisomidae	1	Exerpes	asper	Exerpes_asper	6.5	TL	1	10	2	IM	S	D	S	B
46661	46661	Actinopterygii_(ray-finned_fishes)	Perciformes	Labrisomidae	1	Labrisomus	jenkinsi	Labrisomus_jenkinsi	13	TL	1	5	3	IM	S	D	S	B
46663	46663	Actinopterygii_(ray-finned_fishes)	Perciformes	Labrisomidae	1	Labrisomus	striatus	Labrisomus_striatus	6	TL	1	9	2	IM	S	D	S	B
46665	46665	Actinopterygii_(ray-finned_fishes)	Perciformes	Labrisomidae	1	Malacoctenus	ebisui	Malacoctenus_ebisui	6.5	TL	1	18	2	IM	S	D	S	B
46670	46670	Actinopterygii_(ray-finned_fishes)	Perciformes	Labrisomidae	1	Malacoctenus	gigas	Malacoctenus_gigas	13	TL	1	5	3	IM	S	D	S	B
46674	46674	Actinopterygii_(ray-finned_fishes)	Perciformes	Labrisomidae	1	Malacoctenus	zacae	Malacoctenus_zacae	6.5	TL	1	10	2	IM	S	D	S	B
46679	46679	Actinopterygii_(ray-finned_fishes)	Perciformes	Labrisomidae	1	Malacoctenus	zonifer	Malacoctenus_zonifer	8	TL	1	10	2	IM	S	D	S	B
46683	46683	Actinopterygii_(ray-finned_fishes)	Perciformes	Labrisomidae	1	Dialommus	macrocephalus	Dialommus_macrocephalus	11	TL	1	5	3	IM	S	D	S	B
46684	46684	Actinopterygii_(ray-finned_fishes)	Perciformes	Blenniidae	1	Meiacanthus	oualanensis	Meiacanthus_oualanensis	5	NA	0	NA	2	IM	S	D	P	L
46686	46686	Actinopterygii_(ray-finned_fishes)	Perciformes	Labrisomidae	1	Paraclinus	monophthalmus	Paraclinus_monophthalmus	8.5	TL	1	5	2	IM	S	D	S	B
46688	46688	Actinopterygii_(ray-finned_fishes)	Perciformes	Blenniidae	1	Meiacanthus	tongaensis	Meiacanthus_tongaensis	6.72	SL	0	16	2	PK	S	D	M	L
46689	46689	Actinopterygii_(ray-finned_fishes)	Perciformes	Labrisomidae	1	Paraclinus	sini	Paraclinus_sini	6	TL	1	15	2	IM	S	D	S	B
46691	46691	Actinopterygii_(ray-finned_fishes)	Perciformes	Labrisomidae	1	Paraclinus	tanygnathus	Paraclinus_tanygnathus	3.5	TL	1	15	1	IM	S	D	S	B
46693	46693	Actinopterygii_(ray-finned_fishes)	Perciformes	Labrisomidae	1	Starksia	fulva	Starksia_fulva	4.5	TL	1	5	1	IM	S	D	S	B
46695	46695	Actinopterygii_(ray-finned_fishes)	Perciformes	Labrisomidae	1	Starksia	galapagensis	Starksia_galapagensis	4.5	TL	1	25	1	IM	S	D	S	B
46696	46696	Actinopterygii_(ray-finned_fishes)	Perciformes	Blenniidae	1	Meiacanthus	procne	Meiacanthus_procne	3.44	SL	0	16	1	PK	S	D	F	L
46697	46697	Actinopterygii_(ray-finned_fishes)	Perciformes	Labrisomidae	1	Starksia	posthon	Starksia_posthon	4	TL	1	5	1	IM	S	D	S	B
46699	46699	Actinopterygii_(ray-finned_fishes)	Perciformes	Labrisomidae	1	Starksia	spinipenis	Starksia_spinipenis	5	TL	1	20	2	IM	S	D	S	B
46702	46702	Actinopterygii_(ray-finned_fishes)	Perciformes	Labrisomidae	1	Xenomedea	rhodopyga	Xenomedea_rhodopyga	6.5	TL	1	33	2	IM	S	D	S	B
46703	46703	Actinopterygii_(ray-finned_fishes)	Perciformes	Chaenopsidae	1	Acanthemblemaria	balanorum	Acanthemblemaria_balanorum	4.5	TL	1	5	1	IM	S	D	S	B
46704	46704	Actinopterygii_(ray-finned_fishes)	Perciformes	Chaenopsidae	1	Acanthemblemaria	crockeri	Acanthemblemaria_crockeri	6	TL	1	60	2	PK	S	D	S	B
46709	46709	Actinopterygii_(ray-finned_fishes)	Perciformes	Chaenopsidae	1	Acanthemblemaria	exilispinus	Acanthemblemaria_exilispinus	5.5	TL	1	5	2	PK	S	D	S	B
46714	46714	Actinopterygii_(ray-finned_fishes)	Perciformes	Chaenopsidae	1	Acanthemblemaria	hancocki	Acanthemblemaria_hancocki	4.5	TL	1	5	1	PK	S	D	S	B
46717	46717	Actinopterygii_(ray-finned_fishes)	Perciformes	Chaenopsidae	1	Acanthemblemaria	macrospilus	Acanthemblemaria_macrospilus	6	TL	1	15	2	PK	S	D	S	B
46723	46723	Actinopterygii_(ray-finned_fishes)	Perciformes	Blenniidae	1	Meiacanthus	reticulatus	Meiacanthus_reticulatus	6.28	SL	0	NA	1	PK	S	D	F	L
46725	46725	Actinopterygii_(ray-finned_fishes)	Perciformes	Chaenopsidae	1	Acanthemblemaria	stephensi	Acanthemblemaria_stephensi	5	TL	1	10	2	PK	S	D	S	B
46727	46727	Actinopterygii_(ray-finned_fishes)	Perciformes	Chaenopsidae	1	Chaenopsis	deltarrhis	Chaenopsis_deltarrhis	7.5	TL	5	30	2	PK	S	D	S	B
46728	46728	Actinopterygii_(ray-finned_fishes)	Perciformes	Chaenopsidae	1	Coralliozetus	angelicus	Coralliozetus_angelicus	3.5	TL	1	5	1	IM	S	D	S	B
46729	46729	Actinopterygii_(ray-finned_fishes)	Perciformes	Chaenopsidae	1	Coralliozetus	micropes	Coralliozetus_micropes	4	TL	1	5	1	IM	S	D	S	B
46733	46733	Actinopterygii_(ray-finned_fishes)	Perciformes	Chaenopsidae	1	Coralliozetus	rosenblatti	Coralliozetus_rosenblatti	3.5	TL	1	9	1	PK	S	D	S	B
46735	46735	Actinopterygii_(ray-finned_fishes)	Perciformes	Chaenopsidae	1	Coralliozetus	springeri	Coralliozetus_springeri	2.5	TL	1	15	1	PK	S	D	S	B
46736	46736	Actinopterygii_(ray-finned_fishes)	Perciformes	Blenniidae	1	Plagiotremus	spilistius	Plagiotremus_spilistius	17.4	SL	46	70	2	IM	S	D	S	L
46739	46739	Actinopterygii_(ray-finned_fishes)	Perciformes	Labrisomidae	1	Malacoctenus	margaritae	Malacoctenus_margaritae	6.5	TL	1	21	2	IM	S	D	S	B
46741	46741	Actinopterygii_(ray-finned_fishes)	Perciformes	Labrisomidae	1	Malacoctenus	hubbsi	Malacoctenus_hubbsi	9	TL	1	8	2	IM	S	D	S	B
46744	46744	Actinopterygii_(ray-finned_fishes)	Perciformes	Chaenopsidae	1	Ekemblemaria	myersi	Ekemblemaria_myersi	7	TL	1	5	2	IM	S	D	S	B
46774	46774	Actinopterygii_(ray-finned_fishes)	Perciformes	Chaenopsidae	1	Emblemaria	hypacanthus	Emblemaria_hypacanthus	5	TL	1	10	2	IM	S	D	S	B
46776	46776	Actinopterygii_(ray-finned_fishes)	Perciformes	Chaenopsidae	1	Emblemaria	nivipes	Emblemaria_nivipes	4.199.999.809	SL	5	30	1	PK	S	D	S	B
46778	46778	Actinopterygii_(ray-finned_fishes)	Perciformes	Chaenopsidae	1	Emblemaria	piratica	Emblemaria_piratica	4	TL	5	30	1	PK	S	D	S	B
46780	46780	Actinopterygii_(ray-finned_fishes)	Perciformes	Chaenopsidae	1	Emblemaria	walkeri	Emblemaria_walkeri	6.5	TL	5	20	2	PK	S	D	S	B
46783	46783	Actinopterygii_(ray-finned_fishes)	Perciformes	Chaenopsidae	1	Mccoskerichthys	sandae	Mccoskerichthys_sandae	8	TL	1	30	2	PK	S	D	S	B
46785	46785	Actinopterygii_(ray-finned_fishes)	Perciformes	Chaenopsidae	1	Cirriemblemaria	lucasana	Cirriemblemaria_lucasana	4	TL	5	30	1	IM	S	D	S	B
46787	46787	Actinopterygii_(ray-finned_fishes)	Perciformes	Tripterygiidae	1	Enneapterygius	niger	Enneapterygius_niger	3.2	SL	0	15	1	IM	S	D	S	B
46788	46788	Actinopterygii_(ray-finned_fishes)	Perciformes	Chaenopsidae	1	Stathmonotus	sinuscalifornici	Stathmonotus_sinuscalifornici	6.5	TL	1	5	2	IM	S	D	S	B
46789	46789	Actinopterygii_(ray-finned_fishes)	Perciformes	Chaenopsidae	1	Tanyemblemaria	alleni	Tanyemblemaria_alleni	5.400.000.095	TL	34	34	2	IM	S	D	S	B
46791	46791	Actinopterygii_(ray-finned_fishes)	Perciformes	Blenniidae	1	Entomacrodus	chiostictus	Entomacrodus_chiostictus	7.5	TL	1	2	2	HD	S	D	S	B
46793	46793	Actinopterygii_(ray-finned_fishes)	Perciformes	Blenniidae	1	Hypsoblennius	caulopus	Hypsoblennius_caulopus	9	TL	1	5	2	OM	S	D	S	B
46798	46798	Actinopterygii_(ray-finned_fishes)	Perciformes	Labridae	1	Dotalabrus	aurantiacus	Dotalabrus_aurantiacus	14	SL	0	30	3	IM	M	D	F	B
46799	46799	Actinopterygii_(ray-finned_fishes)	Perciformes	Blenniidae	1	Hypsoblennius	striatus	Hypsoblennius_striatus	8	TL	1	5	2	OM	S	D	S	B
46800	46800	Actinopterygii_(ray-finned_fishes)	Perciformes	Tripterygiidae	1	Enneapterygius	atrogulare	Enneapterygius_atrogulare	5	TL	0	5	1	IM	S	D	S	B
46803	46803	Actinopterygii_(ray-finned_fishes)	Perciformes	Gobiidae	1	Aruma	histrio	Aruma_histrio	6.5	SL	1	15	2	IM	S	D	S	B
46806	46806	Actinopterygii_(ray-finned_fishes)	Perciformes	Blenniidae	1	Parahypsos	piersoni	Parahypsos_piersoni	3	NA	1	10	1	HD	S	D	S	B
46807	46807	Actinopterygii_(ray-finned_fishes)	Perciformes	Blenniidae	1	Hypsoblennius	paytensis	Hypsoblennius_paytensis	10	NA	1	10	3	OM	S	D	S	B
46810	46810	Actinopterygii_(ray-finned_fishes)	Perciformes	Gobiidae	1	Barbulifer	mexicanus	Barbulifer_mexicanus	3.5	NA	1	20	1	IM	S	D	S	B
46813	46813	Actinopterygii_(ray-finned_fishes)	Perciformes	Microdesmidae	1	Cerdale	ionthas	Cerdale_ionthas	7.5	TL	1	2	2	IM	S	D	S	B
46818	46818	Actinopterygii_(ray-finned_fishes)	Perciformes	Labridae	1	Dotalabrus	alleni	Dotalabrus_alleni	11	SL	0	30	3	IM	M	D	F	B
46819	46819	Actinopterygii_(ray-finned_fishes)	Perciformes	Gobiidae	1	Barbulifer	pantherinus	Barbulifer_pantherinus	5.199.999.809	SL	1	32	2	IM	S	D	S	B
46823	46823	Actinopterygii_(ray-finned_fishes)	Perciformes	Labridae	1	Notolabrus	parilus	Notolabrus_parilus	35	NA	0	30	5	IM	M	D	S	B
46825	46825	Actinopterygii_(ray-finned_fishes)	Perciformes	Gobiidae	1	Chriolepis	minutillus	Chriolepis_minutillus	3.200.000.048	TL	10	45	1	IM	S	D	S	B
46827	46827	Actinopterygii_(ray-finned_fishes)	Perciformes	Gobiidae	1	Chriolepis	zebra	Chriolepis_zebra	4.400.000.095	TL	2	30	1	IM	S	D	S	B
46829	46829	Actinopterygii_(ray-finned_fishes)	Perciformes	Gobiidae	1	Chriolepis	cuneata	Chriolepis_cuneata	3.1	NA	1	32	1	IM	S	D	S	B
46830	46830	Actinopterygii_(ray-finned_fishes)	Perciformes	Gobiidae	1	Chriolepis	dialepta	Chriolepis_dialepta	5	NA	2	30	2	IM	S	D	S	B
46833	46833	Actinopterygii_(ray-finned_fishes)	Perciformes	Gobiidae	1	Chriolepis	tagus	Chriolepis_tagus	1.600.000.024	SL	20	40	1	IM	S	D	S	B
46838	46838	Actinopterygii_(ray-finned_fishes)	Perciformes	Labridae	1	Notolabrus	gymnogenis	Notolabrus_gymnogenis	23	SL	5	40	4	IM	M	D	S	B
46846	46846	Actinopterygii_(ray-finned_fishes)	Perciformes	Gobiidae	1	Pycnomma	semisquamatum	Pycnomma_semisquamatum	6.300.000.191	TL	2	20	2	IM	S	D	S	B
46849	46849	Actinopterygii_(ray-finned_fishes)	Perciformes	Gobiidae	1	Lythrypnus	rhizophora	Lythrypnus_rhizophora	3.400.000.095	TL	1	20	1	IM	S	D	P	B
46850	46850	Actinopterygii_(ray-finned_fishes)	Perciformes	Labridae	1	Notolabrus	celidotus	Notolabrus_celidotus	23.9	SL	0	NA	4	IM	M	D	S	B
46852	46852	Actinopterygii_(ray-finned_fishes)	Perciformes	Gobiidae	1	Lythrypnus	alphigena	Lythrypnus_alphigena	4.4	NA	90	150	1	IM	S	D	P	B
46859	46859	Actinopterygii_(ray-finned_fishes)	Perciformes	Gobiidae	1	Lythrypnus	pulchellus	Lythrypnus_pulchellus	4.5	TL	2	70	1	NA	NA	NA	NA	NA
46862	46862	Actinopterygii_(ray-finned_fishes)	Perciformes	Gobiidae	1	Lythrypnus	insularis	Lythrypnus_insularis	2.5	TL	3	18	1	IM	S	D	S	B
46863	46863	Actinopterygii_(ray-finned_fishes)	Perciformes	Gobiidae	1	Lythrypnus	solanensis	Lythrypnus_solanensis	3.4	NA	60	100	1	IM	S	D	P	B
46867	46867	Actinopterygii_(ray-finned_fishes)	Perciformes	Gobiidae	1	Eleotrica	cableae	Eleotrica_cableae	7	SL	1	5	2	IM	S	D	S	B
46868	46868	Actinopterygii_(ray-finned_fishes)	Perciformes	Gobiidae	1	Elacatinus	janssi	Elacatinus_janssi	3	SL	5	20	1	IM	S	D	S	B
46869	46869	Actinopterygii_(ray-finned_fishes)	Perciformes	Gobiidae	1	Elacatinus	inornatus	Elacatinus_inornatus	3.3	SL	6	28	1	HD	NA	NA	NA	NA
46873	46873	Actinopterygii_(ray-finned_fishes)	Perciformes	Labridae	1	Notolabrus	cinctus	Notolabrus_cinctus	2.989.999.962	SL	5	100	4	IM	M	D	S	B
46878	46878	Actinopterygii_(ray-finned_fishes)	Perciformes	Gobiidae	1	Gobulus	hancocki	Gobulus_hancocki	2.5	TL	1	20	1	IM	S	D	S	B
46879	46879	Actinopterygii_(ray-finned_fishes)	Perciformes	Gobiidae	1	Gobulus	crescentalis	Gobulus_crescentalis	6	TL	1	20	2	IM	S	D	S	B
46892	46892	Actinopterygii_(ray-finned_fishes)	Perciformes	Gobiidae	1	Gymneleotris	seminuda	Gymneleotris_seminuda	5	TL	1	25	2	IM	S	D	S	B
